activity_id,lead_id,activity_type,activity_date,activity_status,notes
3225,1968,Follow-up,2025-04-12,Pending,No response from customer.
3226,83,WhatsApp,2025-11-21,Failed,Sent lease and booking information.
3227,2995,Call,2026-01-26,Failed,Sent lease and booking information.
3228,2947,SMS,2025-02-17,Completed,Scheduled follow-up call.
3229,1450,Document Shared,2025-08-08,Completed,Sent lease and booking information.
3230,1299,Call,2025-11-27,Completed,Sent lease and booking information.
3231,2332,WhatsApp,2025-11-30,Pending,Customer requested more details.
3232,980,Call,2025-09-03,Completed,Sent lease and booking information.
3233,2221,Follow-up,2025-10-24,Pending,No response from customer.
3234,2811,Call,2025-06-13,Pending,Shared available property options.
3235,1660,Call,2026-01-06,Failed,Discussed budget and preferred location.
3236,1399,Follow-up,2026-02-09,Pending,No response from customer.
3237,633,Document Shared,2026-01-25,Pending,Shared available property options.
3238,1532,WhatsApp,2025-03-28,Completed,Discussed budget and preferred location.
3239,787,Follow-up,2026-04-02,Completed,Customer requested more details.
3240,2991,SMS,2026-05-04,Pending,Customer requested more details.
3241,398,Document Shared,2025-05-03,Failed,Sent lease and booking information.
3242,1144,WhatsApp,2025-09-14,Pending,Scheduled follow-up call.
3243,934,WhatsApp,2026-05-28,Completed,Customer requested more details.
3244,1461,Email,2025-07-18,Failed,Shared available property options.
3245,1853,Email,2025-10-06,Pending,No response from customer.
3246,2724,Follow-up,2026-03-03,Pending,Scheduled follow-up call.
3247,2984,Follow-up,2026-04-08,Pending,Scheduled follow-up call.
3248,2513,WhatsApp,2026-06-25,Failed,Sent lease and booking information.
3249,286,Call,2026-05-25,Completed,Discussed budget and preferred location.
3250,265,Document Shared,2026-01-18,Pending,Customer requested more details.
3251,2368,Follow-up,2026-02-16,Pending,Scheduled follow-up call.
3252,2721,Call,2025-07-27,Failed,No response from customer.
3253,2868,Call,2026-02-21,Pending,No response from customer.
3254,2137,Email,2025-08-15,Failed,Sent lease and booking information.
3255,1678,Site Visit,2025-02-09,Pending,Shared available property options.
3256,1227,WhatsApp,2026-01-01,Completed,Customer requested more details.
3257,821,SMS,2025-04-25,Failed,No response from customer.
3258,1763,Email,2025-04-11,Pending,Sent lease and booking information.
3259,2382,Document Shared,2026-04-03,Completed,Scheduled follow-up call.
3260,2270,Email,2025-08-04,Failed,Scheduled follow-up call.
3261,41,Site Visit,2025-02-24,Completed,Shared available property options.
3262,1732,Email,2025-08-02,Failed,Sent lease and booking information.
3263,68,Call,2025-10-13,Failed,Customer requested more details.
3264,988,Call,2025-05-18,Pending,Shared available property options.
3265,1800,Site Visit,2025-12-30,Completed,No response from customer.
3266,2562,Site Visit,2025-05-07,Pending,Sent lease and booking information.
3267,1622,Document Shared,2025-03-31,Completed,Sent lease and booking information.
3268,1656,Site Visit,2025-08-23,Failed,No response from customer.
3269,1279,Document Shared,2025-07-19,Pending,Shared available property options.
3270,695,Follow-up,2025-11-25,Pending,Customer requested more details.
3271,2525,Follow-up,2026-02-03,Completed,Shared available property options.
3272,1086,SMS,2025-04-07,Completed,Shared available property options.
3273,2929,SMS,2026-06-28,Completed,Scheduled follow-up call.
3274,2480,Site Visit,2025-11-13,Pending,Discussed budget and preferred location.
3275,1694,Document Shared,2025-04-25,Failed,No response from customer.
3276,2316,Site Visit,2025-12-17,Completed,Discussed budget and preferred location.
3277,1059,Follow-up,2026-07-03,Pending,Shared available property options.
3278,779,Email,2025-07-31,Failed,Shared available property options.
3279,494,Call,2025-08-02,Failed,Scheduled follow-up call.
3280,1586,Site Visit,2025-09-01,Pending,Shared available property options.
3281,1493,Document Shared,2025-06-03,Completed,Scheduled follow-up call.
3282,1791,Call,2025-04-04,Failed,Scheduled follow-up call.
3283,661,Document Shared,2025-06-20,Failed,No response from customer.
3284,1349,Email,2025-12-12,Failed,No response from customer.
3285,1328,Site Visit,2025-08-23,Completed,Shared available property options.
3286,1300,Email,2026-01-22,Pending,No response from customer.
3287,1987,WhatsApp,2025-02-20,Completed,No response from customer.
3288,2045,Email,2025-03-18,Pending,No response from customer.
3289,1929,Call,2026-06-11,Pending,Sent lease and booking information.
3290,1348,Site Visit,2025-02-03,Failed,Sent lease and booking information.
3291,1059,Site Visit,2026-07-01,Failed,Scheduled follow-up call.
3292,977,Follow-up,2026-05-15,Failed,Discussed budget and preferred location.
3293,482,Site Visit,2025-07-24,Failed,Discussed budget and preferred location.
3294,728,Site Visit,2025-05-24,Pending,Discussed budget and preferred location.
3295,2528,SMS,2025-07-14,Pending,Customer requested more details.
3296,1032,WhatsApp,2025-02-14,Pending,Shared available property options.
3297,343,WhatsApp,2025-08-07,Completed,Discussed budget and preferred location.
3298,1448,WhatsApp,2025-08-14,Completed,Customer requested more details.
3299,2380,WhatsApp,2026-03-23,Completed,Scheduled follow-up call.
3300,2486,WhatsApp,2025-05-24,Completed,Scheduled follow-up call.
3301,2222,Site Visit,2026-04-11,Failed,Discussed budget and preferred location.
3302,2607,Follow-up,2025-03-28,Failed,Sent lease and booking information.
3303,527,Site Visit,2025-09-12,Completed,Sent lease and booking information.
3304,1897,Follow-up,2025-09-16,Pending,Customer requested more details.
3305,659,Email,2026-02-23,Completed,No response from customer.
3306,2074,WhatsApp,2025-06-02,Pending,Sent lease and booking information.
3307,820,Email,2025-04-10,Failed,Discussed budget and preferred location.
3308,2653,Document Shared,2025-06-16,Pending,Discussed budget and preferred location.
3309,406,Email,2025-02-19,Completed,Shared available property options.
3310,2280,WhatsApp,2026-04-17,Completed,Scheduled follow-up call.
3311,2581,Call,2025-06-13,Failed,Discussed budget and preferred location.
3312,1574,Site Visit,2025-09-09,Failed,Customer requested more details.
3313,1812,Document Shared,2025-07-17,Pending,Customer requested more details.
3314,505,Document Shared,2025-11-13,Failed,Customer requested more details.
3315,179,Call,2025-07-04,Completed,Sent lease and booking information.
3316,132,Follow-up,2025-05-12,Completed,Customer requested more details.
3317,1847,Email,2026-02-22,Pending,Shared available property options.
3318,1479,SMS,2025-09-08,Pending,Customer requested more details.
3319,2396,SMS,2025-12-07,Completed,Sent lease and booking information.
3320,2588,Email,2025-07-09,Completed,Shared available property options.
3321,772,Call,2025-04-03,Completed,Shared available property options.
3322,1430,Site Visit,2025-05-23,Failed,Customer requested more details.
3323,2124,Follow-up,2025-08-09,Failed,Discussed budget and preferred location.
3324,579,WhatsApp,2025-10-27,Pending,Discussed budget and preferred location.
3325,2902,Call,2025-04-20,Failed,Scheduled follow-up call.
3326,1516,Follow-up,2025-06-21,Failed,Scheduled follow-up call.
3327,194,Email,2025-06-28,Pending,Discussed budget and preferred location.
3328,2008,Site Visit,2026-01-16,Pending,No response from customer.
3329,1186,Follow-up,2025-12-28,Failed,Scheduled follow-up call.
3330,2395,Follow-up,2025-03-19,Completed,No response from customer.
3331,2999,Site Visit,2026-04-29,Failed,No response from customer.
3332,1385,Follow-up,2025-12-11,Completed,Scheduled follow-up call.
3333,1793,Follow-up,2025-01-16,Pending,Discussed budget and preferred location.
3334,1111,Email,2025-11-28,Pending,Customer requested more details.
3335,2262,Site Visit,2026-05-14,Completed,No response from customer.
3336,1937,Call,2025-09-17,Failed,Sent lease and booking information.
3337,2621,Document Shared,2025-12-05,Completed,Customer requested more details.
3338,780,Site Visit,2026-04-10,Completed,Scheduled follow-up call.
3339,262,WhatsApp,2025-11-01,Pending,Discussed budget and preferred location.
3340,730,Site Visit,2025-04-21,Failed,Discussed budget and preferred location.
3341,283,Follow-up,2026-05-26,Completed,Customer requested more details.
3342,1491,Document Shared,2026-04-20,Pending,No response from customer.
3343,362,Document Shared,2025-02-23,Completed,No response from customer.
3344,441,Site Visit,2025-10-05,Pending,Shared available property options.
3345,2141,Follow-up,2025-07-08,Failed,Sent lease and booking information.
3346,1645,Call,2025-07-01,Pending,Sent lease and booking information.
3347,2801,Follow-up,2025-08-22,Failed,Shared available property options.
3348,867,Call,2025-03-24,Pending,Shared available property options.
3349,1448,WhatsApp,2025-08-20,Completed,Customer requested more details.
3350,142,Email,2026-06-06,Failed,Shared available property options.
3351,1315,Email,2025-08-31,Failed,Customer requested more details.
3352,1456,WhatsApp,2025-10-03,Completed,Customer requested more details.
3353,2797,Call,2026-05-31,Completed,Sent lease and booking information.
3354,1876,SMS,2025-02-07,Failed,Discussed budget and preferred location.
3355,1848,Site Visit,2025-08-09,Completed,Discussed budget and preferred location.
3356,1713,Email,2025-11-13,Pending,No response from customer.
3357,2701,Call,2025-06-25,Completed,Scheduled follow-up call.
3358,701,Follow-up,2025-08-26,Failed,Shared available property options.
3359,998,SMS,2026-02-27,Completed,Discussed budget and preferred location.
3360,2097,Follow-up,2026-05-15,Completed,No response from customer.
3361,1326,SMS,2025-09-05,Pending,Sent lease and booking information.
3362,881,Call,2025-11-02,Pending,Scheduled follow-up call.
3363,1214,Call,2026-02-15,Completed,Scheduled follow-up call.
3364,1160,Site Visit,2025-04-10,Failed,Customer requested more details.
3365,555,Site Visit,2026-02-08,Pending,Shared available property options.
3366,404,SMS,2025-05-18,Completed,Shared available property options.
3367,892,Follow-up,2025-03-20,Failed,Discussed budget and preferred location.
3368,2913,Call,2025-03-04,Failed,Customer requested more details.
3369,602,WhatsApp,2025-06-03,Pending,Scheduled follow-up call.
3370,1831,WhatsApp,2026-02-22,Pending,Shared available property options.
3371,341,Email,2025-12-07,Failed,Discussed budget and preferred location.
3372,1969,WhatsApp,2025-10-04,Failed,No response from customer.
3373,704,Document Shared,2025-07-26,Pending,No response from customer.
3374,318,Email,2025-12-26,Completed,Discussed budget and preferred location.
3375,2666,Email,2026-06-16,Completed,No response from customer.
3376,1387,Email,2025-05-15,Completed,Scheduled follow-up call.
3377,2430,Document Shared,2026-03-10,Completed,Scheduled follow-up call.
3378,2281,Site Visit,2026-02-08,Pending,Sent lease and booking information.
3379,1801,Call,2025-08-20,Completed,Shared available property options.
3380,1368,WhatsApp,2025-03-01,Completed,Scheduled follow-up call.
3381,1573,Call,2025-04-21,Failed,Sent lease and booking information.
3382,817,Email,2025-08-09,Failed,Discussed budget and preferred location.
3383,553,Site Visit,2025-01-23,Pending,No response from customer.
3384,856,Site Visit,2025-04-16,Failed,Customer requested more details.
3385,1813,Email,2025-07-19,Completed,Sent lease and booking information.
3386,2867,Email,2025-10-08,Pending,Sent lease and booking information.
3387,183,SMS,2025-09-10,Failed,Customer requested more details.
3388,1575,Email,2026-06-14,Completed,Discussed budget and preferred location.
3389,397,Site Visit,2026-05-02,Completed,No response from customer.
3390,1728,Call,2025-03-14,Failed,Customer requested more details.
3391,2827,Follow-up,2026-01-15,Pending,Sent lease and booking information.
3392,1518,Follow-up,2025-01-28,Pending,Customer requested more details.
3393,907,Follow-up,2025-12-18,Failed,Customer requested more details.
3394,1357,Document Shared,2026-01-09,Pending,Shared available property options.
3395,2175,Site Visit,2026-04-29,Failed,Sent lease and booking information.
3396,1,WhatsApp,2025-02-05,Failed,Sent lease and booking information.
3397,19,Site Visit,2025-12-12,Completed,Scheduled follow-up call.
3398,584,Email,2026-03-23,Completed,Sent lease and booking information.
3399,456,Site Visit,2025-11-15,Completed,Customer requested more details.
3400,2037,Email,2025-03-21,Pending,Sent lease and booking information.
3401,1133,Call,2026-05-13,Completed,Customer requested more details.
3402,2493,Call,2025-08-28,Completed,Customer requested more details.
3403,1953,SMS,2026-01-21,Pending,Customer requested more details.
3404,2650,Call,2025-10-19,Completed,No response from customer.
3405,2151,WhatsApp,2025-06-29,Failed,No response from customer.
3406,988,Call,2025-06-15,Pending,Customer requested more details.
3407,520,WhatsApp,2025-04-09,Pending,Scheduled follow-up call.
3408,859,Follow-up,2026-01-04,Failed,No response from customer.
3409,174,Site Visit,2025-08-29,Completed,Discussed budget and preferred location.
3410,1367,Call,2025-01-23,Completed,Shared available property options.
3411,2479,Call,2025-05-18,Failed,No response from customer.
3412,727,Follow-up,2025-06-24,Failed,Customer requested more details.
3413,1711,Follow-up,2026-01-01,Pending,Customer requested more details.
3414,1876,SMS,2025-02-20,Failed,Scheduled follow-up call.
3415,2898,Document Shared,2025-05-20,Pending,Discussed budget and preferred location.
3416,1682,Site Visit,2025-03-07,Failed,Sent lease and booking information.
3417,1348,Call,2025-02-14,Completed,Customer requested more details.
3418,990,Call,2025-02-16,Failed,Shared available property options.
3419,2687,SMS,2025-04-19,Completed,Sent lease and booking information.
3420,420,Site Visit,2025-08-05,Failed,Scheduled follow-up call.
3421,594,Email,2026-03-18,Failed,Customer requested more details.
3422,2533,Follow-up,2025-04-20,Failed,Scheduled follow-up call.
3423,1775,Email,2025-07-25,Completed,Sent lease and booking information.
3424,2460,Email,2026-06-02,Failed,Scheduled follow-up call.
3425,936,Email,2026-02-13,Completed,Discussed budget and preferred location.
3426,1108,Document Shared,2026-02-05,Pending,Shared available property options.
3427,1137,Email,2025-04-20,Failed,No response from customer.
3428,332,WhatsApp,2025-12-28,Failed,Shared available property options.
3429,2703,SMS,2026-04-09,Completed,Shared available property options.
3430,2089,Call,2026-01-27,Pending,Scheduled follow-up call.
3431,1794,SMS,2026-01-18,Completed,No response from customer.
3432,959,Document Shared,2025-08-03,Failed,Sent lease and booking information.
3433,105,SMS,2026-02-04,Pending,Customer requested more details.
3434,202,SMS,2025-03-05,Completed,Sent lease and booking information.
3435,2498,SMS,2025-11-17,Completed,Customer requested more details.
3436,1843,Follow-up,2025-12-05,Pending,Discussed budget and preferred location.
3437,1867,Document Shared,2025-01-23,Failed,Discussed budget and preferred location.
3438,1997,Follow-up,2025-12-10,Pending,Scheduled follow-up call.
3439,1290,Email,2025-10-01,Failed,Customer requested more details.
3440,910,Email,2026-05-19,Failed,Discussed budget and preferred location.
3441,210,Document Shared,2025-11-04,Completed,Shared available property options.
3442,563,Document Shared,2026-04-20,Completed,Shared available property options.
3443,2761,Follow-up,2025-11-02,Pending,No response from customer.
3444,1564,Follow-up,2026-02-19,Completed,Shared available property options.
3445,771,Document Shared,2026-01-23,Failed,No response from customer.
3446,2502,Site Visit,2025-05-21,Failed,Sent lease and booking information.
3447,2715,Follow-up,2025-04-21,Pending,Discussed budget and preferred location.
3448,629,Email,2026-02-24,Failed,No response from customer.
3449,1629,Call,2026-01-02,Completed,No response from customer.
3450,1702,Email,2026-04-11,Completed,Customer requested more details.
3451,387,Call,2025-08-31,Failed,Scheduled follow-up call.
3452,1936,Call,2026-01-27,Pending,Sent lease and booking information.
3453,2344,Follow-up,2025-06-06,Pending,Customer requested more details.
3454,2306,Follow-up,2025-09-28,Pending,Scheduled follow-up call.
3455,1105,Email,2025-11-08,Completed,Sent lease and booking information.
3456,268,Email,2025-02-20,Failed,No response from customer.
3457,2467,WhatsApp,2026-06-14,Completed,Customer requested more details.
3458,2283,Email,2025-08-25,Completed,Customer requested more details.
3459,1857,SMS,2025-11-24,Failed,No response from customer.
3460,1999,Email,2025-11-26,Completed,Sent lease and booking information.
3461,1381,Call,2026-06-01,Failed,Scheduled follow-up call.
3462,1237,Follow-up,2025-02-20,Completed,Customer requested more details.
3463,574,Call,2025-11-25,Pending,No response from customer.
3464,49,Document Shared,2026-02-18,Completed,No response from customer.
3465,1151,Site Visit,2025-07-23,Completed,No response from customer.
3466,223,WhatsApp,2025-02-09,Failed,Discussed budget and preferred location.
3467,2969,Call,2025-11-16,Failed,Discussed budget and preferred location.
3468,1432,Site Visit,2026-02-03,Completed,Customer requested more details.
3469,1529,SMS,2025-10-22,Pending,No response from customer.
3470,1820,Follow-up,2025-10-05,Pending,Scheduled follow-up call.
3471,2325,Email,2025-04-05,Pending,Discussed budget and preferred location.
3472,1462,SMS,2025-02-23,Completed,Discussed budget and preferred location.
3473,1131,Follow-up,2025-02-16,Completed,Shared available property options.
3474,1682,Document Shared,2025-02-24,Completed,Sent lease and booking information.
3475,2468,SMS,2026-04-02,Completed,Discussed budget and preferred location.
3476,2659,Site Visit,2025-09-25,Completed,Customer requested more details.
3477,375,Follow-up,2026-02-25,Completed,Shared available property options.
3478,2121,Site Visit,2025-08-23,Completed,No response from customer.
3479,2022,Follow-up,2026-05-05,Completed,No response from customer.
3480,1054,WhatsApp,2025-12-08,Failed,Scheduled follow-up call.
3481,1890,Call,2026-04-03,Completed,Customer requested more details.
3482,1824,SMS,2025-07-06,Pending,Discussed budget and preferred location.
3483,1475,Site Visit,2026-06-05,Failed,Sent lease and booking information.
3484,2243,Email,2025-03-23,Failed,No response from customer.
3485,1180,Call,2025-06-30,Failed,Discussed budget and preferred location.
3486,2895,Call,2025-06-28,Completed,Sent lease and booking information.
3487,1065,SMS,2025-11-03,Pending,Discussed budget and preferred location.
3488,2071,Document Shared,2026-01-16,Pending,Scheduled follow-up call.
3489,360,Site Visit,2025-10-13,Pending,Discussed budget and preferred location.
3490,2608,Site Visit,2025-05-15,Completed,No response from customer.
3491,2720,Call,2026-03-29,Pending,Scheduled follow-up call.
3492,2042,SMS,2025-02-20,Failed,Discussed budget and preferred location.
3493,1142,Site Visit,2026-06-07,Completed,Shared available property options.
3494,1636,Site Visit,2025-09-14,Pending,Shared available property options.
3495,1404,WhatsApp,2025-07-20,Completed,Customer requested more details.
3496,1944,Email,2025-07-11,Completed,No response from customer.
3497,679,Document Shared,2026-04-01,Pending,Customer requested more details.
3498,2488,Document Shared,2026-04-02,Failed,Discussed budget and preferred location.
3499,2981,Document Shared,2025-04-25,Pending,Shared available property options.
3500,7,WhatsApp,2025-11-10,Failed,Shared available property options.
3501,2469,Site Visit,2026-01-31,Failed,Scheduled follow-up call.
3502,1592,Document Shared,2025-10-18,Pending,Shared available property options.
3503,833,Follow-up,2025-11-08,Completed,Sent lease and booking information.
3504,2607,Email,2025-04-07,Pending,Shared available property options.
3505,1811,SMS,2026-04-13,Pending,Shared available property options.
3506,914,SMS,2025-05-20,Failed,Sent lease and booking information.
3507,2012,SMS,2026-05-17,Completed,Shared available property options.
3508,1443,Email,2026-03-11,Failed,Scheduled follow-up call.
3509,1451,Call,2025-06-10,Failed,Shared available property options.
3510,1503,Email,2025-04-07,Pending,Sent lease and booking information.
3511,126,WhatsApp,2025-09-18,Completed,Scheduled follow-up call.
3512,2443,SMS,2025-07-09,Failed,Shared available property options.
3513,817,SMS,2025-07-25,Completed,Discussed budget and preferred location.
3514,2929,SMS,2026-06-19,Pending,No response from customer.
3515,1830,Site Visit,2025-06-24,Pending,Discussed budget and preferred location.
3516,576,Site Visit,2025-05-12,Completed,No response from customer.
3517,2373,WhatsApp,2025-08-27,Completed,Sent lease and booking information.
3518,1416,WhatsApp,2025-11-18,Pending,No response from customer.
3519,930,WhatsApp,2025-08-25,Failed,Sent lease and booking information.
3520,1464,Document Shared,2025-02-02,Pending,Shared available property options.
3521,833,SMS,2025-10-13,Failed,No response from customer.
3522,1055,Document Shared,2025-09-13,Completed,Discussed budget and preferred location.
3523,1649,Call,2025-10-23,Pending,Sent lease and booking information.
3524,1901,WhatsApp,2025-05-18,Pending,Scheduled follow-up call.
3525,1458,Email,2025-08-25,Pending,Scheduled follow-up call.
3526,2885,Email,2026-02-08,Completed,Shared available property options.
3527,2974,SMS,2026-01-14,Pending,No response from customer.
3528,1400,Document Shared,2025-05-08,Completed,Discussed budget and preferred location.
3529,443,Call,2026-02-11,Pending,Customer requested more details.
3530,2123,WhatsApp,2026-04-06,Failed,Customer requested more details.
3531,557,Document Shared,2025-06-06,Pending,Scheduled follow-up call.
3532,1179,Call,2026-03-06,Failed,Shared available property options.
3533,2038,Email,2025-12-27,Pending,No response from customer.
3534,363,WhatsApp,2025-08-16,Pending,No response from customer.
3535,2496,Follow-up,2025-11-10,Completed,Shared available property options.
3536,1258,Follow-up,2025-01-30,Failed,Sent lease and booking information.
3537,1842,WhatsApp,2026-01-20,Failed,Shared available property options.
3538,2310,Site Visit,2026-05-12,Pending,Discussed budget and preferred location.
3539,1851,Call,2025-12-28,Pending,Scheduled follow-up call.
3540,2173,WhatsApp,2025-09-30,Pending,Customer requested more details.
3541,911,Document Shared,2025-12-12,Failed,No response from customer.
3542,245,Call,2025-03-05,Pending,Sent lease and booking information.
3543,542,Document Shared,2026-04-07,Completed,Customer requested more details.
3544,2533,Site Visit,2025-05-30,Completed,Scheduled follow-up call.
3545,2170,Follow-up,2025-12-31,Failed,No response from customer.
3546,2173,Call,2025-08-29,Pending,No response from customer.
3547,1573,WhatsApp,2025-04-23,Pending,Shared available property options.
3548,2218,Document Shared,2025-08-29,Completed,Customer requested more details.
3549,124,Site Visit,2026-04-05,Completed,No response from customer.
3550,2694,WhatsApp,2025-09-07,Completed,Scheduled follow-up call.
3551,1732,Site Visit,2025-08-01,Completed,No response from customer.
3552,786,WhatsApp,2025-11-02,Pending,Customer requested more details.
3553,2044,Email,2025-09-23,Completed,Sent lease and booking information.
3554,2249,Site Visit,2025-10-11,Pending,No response from customer.
3555,2417,Email,2026-01-31,Failed,Customer requested more details.
3556,797,WhatsApp,2025-06-15,Failed,Shared available property options.
3557,77,WhatsApp,2025-02-27,Completed,No response from customer.
3558,59,SMS,2025-09-22,Completed,Shared available property options.
3559,2479,Follow-up,2025-05-02,Completed,Shared available property options.
3560,2686,Document Shared,2025-04-02,Failed,Customer requested more details.
3561,1524,Document Shared,2025-11-17,Pending,Discussed budget and preferred location.
3562,1937,Document Shared,2025-09-23,Completed,Shared available property options.
3563,2157,Document Shared,2025-11-09,Completed,Discussed budget and preferred location.
3564,1302,Call,2026-04-23,Pending,Customer requested more details.
3565,68,Email,2025-11-13,Pending,Sent lease and booking information.
3566,2353,Email,2025-10-21,Failed,Shared available property options.
3567,1933,Document Shared,2025-10-17,Failed,Scheduled follow-up call.
3568,2722,WhatsApp,2025-03-11,Completed,Discussed budget and preferred location.
3569,365,SMS,2025-02-10,Failed,No response from customer.
3570,821,Site Visit,2025-04-02,Failed,Customer requested more details.
3571,1403,Site Visit,2025-04-28,Pending,Discussed budget and preferred location.
3572,2391,Site Visit,2025-03-09,Completed,Discussed budget and preferred location.
3573,947,SMS,2025-09-16,Completed,Discussed budget and preferred location.
3574,2947,SMS,2025-01-31,Completed,No response from customer.
3575,1578,WhatsApp,2025-07-26,Failed,Customer requested more details.
3576,1378,Site Visit,2026-06-17,Pending,No response from customer.
3577,1440,Site Visit,2025-04-20,Failed,Customer requested more details.
3578,762,SMS,2025-02-20,Pending,Shared available property options.
3579,341,Site Visit,2025-12-22,Completed,Customer requested more details.
3580,2990,Email,2026-05-07,Completed,Discussed budget and preferred location.
3581,383,Document Shared,2026-03-01,Failed,Scheduled follow-up call.
3582,1004,WhatsApp,2025-02-18,Completed,Shared available property options.
3583,1557,Call,2025-01-10,Pending,Customer requested more details.
3584,300,Email,2025-03-17,Failed,Scheduled follow-up call.
3585,139,Email,2026-02-28,Failed,Customer requested more details.
3586,359,Call,2025-06-24,Pending,Scheduled follow-up call.
3587,836,Email,2026-05-28,Pending,Scheduled follow-up call.
3588,1523,Document Shared,2026-04-14,Failed,Sent lease and booking information.
3589,1628,Call,2026-02-26,Completed,Customer requested more details.
3590,1983,Call,2026-04-06,Failed,Sent lease and booking information.
3591,1304,Email,2025-06-26,Pending,Shared available property options.
3592,2531,Call,2026-02-19,Completed,Discussed budget and preferred location.
3593,909,Site Visit,2025-12-27,Pending,Scheduled follow-up call.
3594,1135,SMS,2026-03-04,Failed,Customer requested more details.
3595,2914,Document Shared,2026-05-18,Failed,Discussed budget and preferred location.
3596,2187,SMS,2025-12-21,Pending,Scheduled follow-up call.
3597,996,Site Visit,2026-03-24,Pending,Discussed budget and preferred location.
3598,2483,Email,2025-10-20,Failed,Sent lease and booking information.
3599,2557,Site Visit,2025-04-16,Pending,Discussed budget and preferred location.
3600,2321,SMS,2025-12-21,Completed,Discussed budget and preferred location.
3601,2152,Email,2026-04-14,Failed,Customer requested more details.
3602,1238,Call,2025-10-03,Completed,Discussed budget and preferred location.
3603,1785,Email,2025-04-24,Completed,Discussed budget and preferred location.
3604,2810,Email,2025-10-24,Pending,No response from customer.
3605,2835,Email,2025-12-26,Pending,Sent lease and booking information.
3606,165,Call,2025-05-29,Failed,Scheduled follow-up call.
3607,999,Call,2026-05-15,Failed,Sent lease and booking information.
3608,2568,Email,2025-07-16,Failed,No response from customer.
3609,1308,Call,2026-04-05,Failed,Customer requested more details.
3610,2565,Document Shared,2025-07-13,Failed,Scheduled follow-up call.
3611,657,Document Shared,2025-05-21,Failed,Scheduled follow-up call.
3612,2661,WhatsApp,2025-06-19,Pending,Customer requested more details.
3613,2212,Call,2026-01-24,Failed,Scheduled follow-up call.
3614,1910,Site Visit,2026-02-08,Completed,Shared available property options.
3615,2047,Follow-up,2025-07-03,Failed,Discussed budget and preferred location.
3616,2112,Email,2026-06-18,Failed,Scheduled follow-up call.
3617,1141,WhatsApp,2025-10-18,Failed,Sent lease and booking information.
3618,1890,Email,2026-03-19,Failed,Sent lease and booking information.
3619,267,Email,2026-05-20,Pending,Customer requested more details.
3620,1846,Follow-up,2025-06-24,Pending,Discussed budget and preferred location.
3621,1709,SMS,2025-08-11,Completed,Customer requested more details.
3622,2294,WhatsApp,2026-04-24,Completed,Discussed budget and preferred location.
3623,2443,Follow-up,2025-07-27,Failed,Shared available property options.
3624,1511,Site Visit,2026-04-25,Pending,Sent lease and booking information.
3625,476,Follow-up,2026-06-01,Pending,Customer requested more details.
3626,977,WhatsApp,2026-05-11,Failed,Sent lease and booking information.
3627,1208,Follow-up,2025-07-01,Pending,No response from customer.
3628,1044,WhatsApp,2026-03-12,Failed,Sent lease and booking information.
3629,1961,SMS,2026-05-30,Pending,Sent lease and booking information.
3630,558,Document Shared,2026-06-05,Completed,No response from customer.
3631,1018,SMS,2025-02-06,Failed,No response from customer.
3632,1606,Follow-up,2026-01-09,Pending,Customer requested more details.
3633,883,Email,2025-02-23,Completed,Customer requested more details.
3634,2195,Follow-up,2025-04-22,Failed,No response from customer.
3635,666,Site Visit,2025-09-24,Pending,Sent lease and booking information.
3636,2668,Follow-up,2025-06-07,Pending,Sent lease and booking information.
3637,1772,Call,2025-03-29,Completed,Scheduled follow-up call.
3638,2868,Follow-up,2026-02-12,Completed,Sent lease and booking information.
3639,864,Document Shared,2025-06-26,Completed,No response from customer.
3640,582,SMS,2025-06-13,Completed,No response from customer.
3641,695,Email,2025-11-08,Completed,Discussed budget and preferred location.
3642,1252,Site Visit,2025-03-12,Completed,Scheduled follow-up call.
3643,1611,Document Shared,2026-01-02,Pending,No response from customer.
3644,1240,Document Shared,2025-02-14,Failed,Sent lease and booking information.
3645,2455,Follow-up,2025-05-03,Failed,Shared available property options.
3646,399,Email,2025-08-03,Pending,Shared available property options.
3647,1947,Email,2026-05-21,Failed,Sent lease and booking information.
3648,715,WhatsApp,2026-03-09,Pending,Discussed budget and preferred location.
3649,704,Follow-up,2025-07-28,Failed,Customer requested more details.
3650,2809,WhatsApp,2025-05-15,Completed,Scheduled follow-up call.
3651,2547,Site Visit,2025-12-10,Completed,No response from customer.
3652,1715,Follow-up,2025-09-03,Failed,Sent lease and booking information.
3653,1973,Document Shared,2025-05-14,Pending,Discussed budget and preferred location.
3654,82,Site Visit,2025-12-08,Failed,Sent lease and booking information.
3655,604,Call,2025-09-25,Failed,Scheduled follow-up call.
3656,1971,Follow-up,2025-11-25,Completed,Customer requested more details.
3657,1711,Site Visit,2026-02-08,Failed,Shared available property options.
3658,2047,Email,2025-07-04,Completed,No response from customer.
3659,2820,WhatsApp,2025-10-09,Pending,No response from customer.
3660,903,WhatsApp,2025-01-27,Failed,Scheduled follow-up call.
3661,365,SMS,2025-03-04,Failed,Discussed budget and preferred location.
3662,163,Document Shared,2025-11-03,Failed,No response from customer.
3663,2559,Email,2025-08-01,Completed,Discussed budget and preferred location.
3664,1864,Document Shared,2026-05-01,Completed,Discussed budget and preferred location.
3665,116,Document Shared,2025-05-31,Pending,Shared available property options.
3666,2989,Call,2026-03-21,Pending,Shared available property options.
